query,time
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_20_S5.txt, 0:31.60
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_20_S6.txt, 0:01.98
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_20_S7.txt, 0:01.70
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_2_C1.txt, 0:28.60
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_2_C2.txt, 1:20.84
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_2_C3.txt, 0:02.10
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_2_F1.txt, 0:25.54
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_2_F2.txt, 0:02.49
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_2_F3.txt, 0:01.16
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_2_F4.txt, 0:33.75
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_2_F5.txt, 0:14.93
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_2_L1.txt, 0:15.19
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_2_L2.txt, 0:24.59
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_2_L3.txt, 0:10.18
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_2_L4.txt, 0:13.44
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_2_L5.txt, 0:06.72
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_2_S1.txt, 0:30.72
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_2_S2.txt, 0:08.33
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_2_S3.txt, 0:24.47
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_2_S4.txt, 0:25.37
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_2_S5.txt, 0:28.02
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_2_S6.txt, 0:09.29
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_2_S7.txt, 0:01.19
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_3_C1.txt, 0:01.45
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_3_C2.txt, 0:01.18
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_3_C3.txt, 0:21.97
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_3_F1.txt, 0:01.29
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_3_F2.txt, 0:01.81
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_3_F3.txt, 0:01.17
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_3_F4.txt, 0:01.28
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_3_F5.txt, 0:51.73
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_3_L1.txt, 0:12.80
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_3_L2.txt, 0:06.39
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_3_L3.txt, 0:07.10
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_3_L4.txt, 0:12.33
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_3_L5.txt, 0:21.49
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_3_S1.txt, 0:30.64
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_3_S2.txt, 0:07.70
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_3_S3.txt, 0:28.56
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_3_S4.txt, 0:23.19
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_3_S5.txt, 0:22.51
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_3_S6.txt, 0:02.19
